EmployeeID,Name,Department,Experience_Years,Education_Level,Age,Gender,City,Monthly_Salary
51,Employee_51,Marketing,15,Master,53,Female,Delhi,111416
52,Employee_52,Operations,7,Bachelor,25,Female,Bangalore,95271
53,Employee_53,IT,12,High School,51,Female,Hyderabad,69064
54,Employee_54,Operations,8,PhD,44,Male,Delhi,95091
55,Employee_55,Operations,15,Master,36,Female,Delhi,132450
56,Employee_56,Finance,3,High School,50,Male,Mumbai,65818
57,Employee_57,IT,14,PhD,57,Male,Mumbai,70525
58,Employee_58,IT,17,PhD,34,Female,Bangalore,44830
59,Employee_59,IT,4,Bachelor,53,Male,Hyderabad,42429
60,Employee_60,Operations,18,High School,28,Male,Mumbai,31893
61,Employee_61,Marketing,8,PhD,43,Male,Delhi,141381
62,Employee_62,IT,4,Master,49,Female,Hyderabad,104909
63,Employee_63,Operations,2,Master,23,Female,Hyderabad,72333
64,Employee_64,Finance,6,Bachelor,27,Male,Delhi,28436
65,Employee_65,Marketing,10,PhD,49,Female,Mumbai,99290
66,Employee_66,Finance,4,High School,49,Female,Delhi,101213
67,Employee_67,Marketing,18,Master,41,Female,Hyderabad,30895
68,Employee_68,Operations,12,PhD,51,Female,Chennai,44738
69,Employee_69,HR,2,PhD,32,Male,Chennai,55746
70,Employee_70,Marketing,10,Bachelor,49,Male,Bangalore,74377
71,Employee_71,Finance,4,Master,46,Female,Delhi,73404
72,Employee_72,Operations,14,Master,54,Female,Delhi,79045
73,Employee_73,Marketing,16,High School,22,Male,Bangalore,122888
74,Employee_74,HR,15,Master,48,Male,Bangalore,64790
75,Employee_75,HR,8,High School,34,Female,Bangalore,132455
76,Employee_76,IT,14,Master,24,Male,Hyderabad,30600
77,Employee_77,IT,8,Bachelor,27,Female,Delhi,119660
78,Employee_78,Finance,16,Master,29,Female,Hyderabad,118179
79,Employee_79,Marketing,13,High School,48,Male,Bangalore,65764
80,Employee_80,Marketing,18,High School,30,Male,Delhi,99543
81,Employee_81,IT,15,Bachelor,54,Female,Hyderabad,70714
82,Employee_82,Marketing,13,Master,45,Female,Hyderabad,81835
83,Employee_83,Marketing,9,Master,36,Male,Bangalore,127946
84,Employee_84,HR,15,Bachelor,53,Female,Delhi,134616
85,Employee_85,IT,13,Master,53,Male,Bangalore,130983
86,Employee_86,Operations,1,Master,45,Female,Delhi,98744
87,Employee_87,IT,7,High School,33,Male,Chennai,81491
88,Employee_88,Operations,9,Master,23,Male,Mumbai,149123
89,Employee_89,HR,1,Master,24,Male,Mumbai,43589
90,Employee_90,Finance,12,Bachelor,38,Female,Mumbai,68484
91,Employee_91,Marketing,8,Bachelor,23,Female,Bangalore,107989
92,Employee_92,HR,11,PhD,23,Male,Chennai,61212
93,Employee_93,Marketing,19,High School,49,Female,Delhi,68525
94,Employee_94,Finance,17,Master,44,Male,Hyderabad,72202
95,Employee_95,Finance,8,Master,53,Male,Delhi,57635
96,Employee_96,HR,3,PhD,54,Female,Hyderabad,88208
97,Employee_97,Finance,3,Master,22,Female,Delhi,58828
98,Employee_98,Operations,1,High School,40,Male,Chennai,43711
99,Employee_99,Finance,5,PhD,23,Female,Hyderabad,28420
100,Employee_100,Marketing,10,High School,47,Female,Bangalore,121752
101,Employee_101,Marketing,15,Master,53,Female,Delhi,111416
102,Employee_102,Operations,7,Bachelor,25,Female,Bangalore,95271
103,Employee_103,IT,12,High School,51,Female,Hyderabad,69064
104,Employee_104,Operations,8,PhD,44,Male,Delhi,95091
105,Employee_105,Operations,15,Master,36,Female,Delhi,132450
106,Employee_106,Finance,3,High School,50,Male,Mumbai,65818
107,Employee_107,IT,14,PhD,57,Male,Mumbai,70525
108,Employee_108,IT,17,PhD,34,Female,Bangalore,44830
109,Employee_109,IT,4,Bachelor,53,Male,Hyderabad,42429
110,Employee_110,Operations,18,High School,28,Male,Mumbai,31893
111,Employee_111,Marketing,8,PhD,43,Male,Delhi,141381
112,Employee_112,IT,4,Master,49,Female,Hyderabad,104909
113,Employee_113,Operations,2,Master,23,Female,Hyderabad,72333
114,Employee_114,Finance,6,Bachelor,27,Male,Delhi,28436
115,Employee_115,Marketing,10,PhD,49,Female,Mumbai,99290
116,Employee_116,Finance,4,High School,49,Female,Delhi,101213
117,Employee_117,Marketing,18,Master,41,Female,Hyderabad,30895
118,Employee_118,Operations,12,PhD,51,Female,Chennai,44738
119,Employee_119,HR,2,PhD,32,Male,Chennai,55746
120,Employee_120,Marketing,10,Bachelor,49,Male,Bangalore,74377
121,Employee_121,Finance,4,Master,46,Female,Delhi,73404
122,Employee_122,Operations,14,Master,54,Female,Delhi,79045
123,Employee_123,Marketing,16,High School,22,Male,Bangalore,122888
124,Employee_124,HR,15,Master,48,Male,Bangalore,64790
125,Employee_125,HR,8,High School,34,Female,Bangalore,132455
126,Employee_126,IT,14,Master,24,Male,Hyderabad,30600
127,Employee_127,IT,8,Bachelor,27,Female,Delhi,119660
128,Employee_128,Finance,16,Master,29,Female,Hyderabad,118179
129,Employee_129,Marketing,13,High School,48,Male,Bangalore,65764
130,Employee_130,Marketing,18,High School,30,Male,Delhi,99543
131,Employee_131,IT,15,Bachelor,54,Female,Hyderabad,70714
132,Employee_132,Marketing,13,Master,45,Female,Hyderabad,81835
133,Employee_133,Marketing,9,Master,36,Male,Bangalore,127946
134,Employee_134,HR,15,Bachelor,53,Female,Delhi,134616
135,Employee_135,IT,13,Master,53,Male,Bangalore,130983
136,Employee_136,Operations,1,Master,45,Female,Delhi,98744
137,Employee_137,IT,7,High School,33,Male,Chennai,81491
138,Employee_138,Operations,9,Master,23,Male,Mumbai,149123
139,Employee_139,HR,1,Master,24,Male,Mumbai,43589
140,Employee_140,Finance,12,Bachelor,38,Female,Mumbai,68484
141,Employee_141,Marketing,8,Bachelor,23,Female,Bangalore,107989
142,Employee_142,HR,11,PhD,23,Male,Chennai,61212
143,Employee_143,Marketing,19,High School,49,Female,Delhi,68525
144,Employee_144,Finance,17,Master,44,Male,Hyderabad,72202
145,Employee_145,Finance,8,Master,53,Male,Delhi,57635
146,Employee_146,HR,3,PhD,54,Female,Hyderabad,88208
147,Employee_147,Finance,3,Master,22,Female,Delhi,58828
148,Employee_148,Operations,1,High School,40,Male,Chennai,43711
149,Employee_149,Finance,5,PhD,23,Female,Hyderabad,28420
150,Employee_150,Marketing,10,High School,47,Female,Bangalore,121752
151,Employee_151,Marketing,15,Master,53,Female,Delhi,111416
152,Employee_152,Operations,7,Bachelor,25,Female,Bangalore,95271
153,Employee_153,IT,12,High School,51,Female,Hyderabad,69064
154,Employee_154,Operations,8,PhD,44,Male,Delhi,95091
155,Employee_155,Operations,15,Master,36,Female,Delhi,132450
156,Employee_156,Finance,3,High School,50,Male,Mumbai,65818
157,Employee_157,IT,14,PhD,57,Male,Mumbai,70525
158,Employee_158,IT,17,PhD,34,Female,Bangalore,44830
159,Employee_159,IT,4,Bachelor,53,Male,Hyderabad,42429
160,Employee_160,Operations,18,High School,28,Male,Mumbai,31893
161,Employee_161,Marketing,8,PhD,43,Male,Delhi,141381
162,Employee_162,IT,4,Master,49,Female,Hyderabad,104909
163,Employee_163,Operations,2,Master,23,Female,Hyderabad,72333
164,Employee_164,Finance,6,Bachelor,27,Male,Delhi,28436
165,Employee_165,Marketing,10,PhD,49,Female,Mumbai,99290
166,Employee_166,Finance,4,High School,49,Female,Delhi,101213
167,Employee_167,Marketing,18,Master,41,Female,Hyderabad,30895
168,Employee_168,Operations,12,PhD,51,Female,Chennai,44738
169,Employee_169,HR,2,PhD,32,Male,Chennai,55746
170,Employee_170,Marketing,10,Bachelor,49,Male,Bangalore,74377
171,Employee_171,Finance,4,Master,46,Female,Delhi,73404
172,Employee_172,Operations,14,Master,54,Female,Delhi,79045
173,Employee_173,Marketing,16,High School,22,Male,Bangalore,122888
174,Employee_174,HR,15,Master,48,Male,Bangalore,64790
175,Employee_175,HR,8,High School,34,Female,Bangalore,132455
176,Employee_176,IT,14,Master,24,Male,Hyderabad,30600
177,Employee_177,IT,8,Bachelor,27,Female,Delhi,119660
178,Employee_178,Finance,16,Master,29,Female,Hyderabad,118179
179,Employee_179,Marketing,13,High School,48,Male,Bangalore,65764
180,Employee_180,Marketing,18,High School,30,Male,Delhi,99543
181,Employee_181,IT,15,Bachelor,54,Female,Hyderabad,70714
182,Employee_182,Marketing,13,Master,45,Female,Hyderabad,81835
183,Employee_183,Marketing,9,Master,36,Male,Bangalore,127946
184,Employee_184,HR,15,Bachelor,53,Female,Delhi,134616
185,Employee_185,IT,13,Master,53,Male,Bangalore,130983
186,Employee_186,Operations,1,Master,45,Female,Delhi,98744
187,Employee_187,IT,7,High School,33,Male,Chennai,81491
188,Employee_188,Operations,9,Master,23,Male,Mumbai,149123
189,Employee_189,HR,1,Master,24,Male,Mumbai,43589
190,Employee_190,Finance,12,Bachelor,38,Female,Mumbai,68484
191,Employee_191,Marketing,8,Bachelor,23,Female,Bangalore,107989
192,Employee_192,HR,11,PhD,23,Male,Chennai,61212
193,Employee_193,Marketing,19,High School,49,Female,Delhi,68525
194,Employee_194,Finance,17,Master,44,Male,Hyderabad,72202
195,Employee_195,Finance,8,Master,53,Male,Delhi,57635
196,Employee_196,HR,3,PhD,54,Female,Hyderabad,88208
197,Employee_197,Finance,3,Master,22,Female,Delhi,58828
198,Employee_198,Operations,1,High School,40,Male,Chennai,43711
199,Employee_199,Finance,5,PhD,23,Female,Hyderabad,28420
200,Employee_200,Marketing,10,High School,47,Female,Bangalore,121752
201,Employee_201,Marketing,15,Master,53,Female,Delhi,111416
202,Employee_202,Operations,7,Bachelor,25,Female,Bangalore,95271
203,Employee_203,IT,12,High School,51,Female,Hyderabad,69064
204,Employee_204,Operations,8,PhD,44,Male,Delhi,95091
205,Employee_205,Operations,15,Master,36,Female,Delhi,132450
206,Employee_206,Finance,3,High School,50,Male,Mumbai,65818
207,Employee_207,IT,14,PhD,57,Male,Mumbai,70525
208,Employee_208,IT,17,PhD,34,Female,Bangalore,44830
209,Employee_209,IT,4,Bachelor,53,Male,Hyderabad,42429
210,Employee_210,Operations,18,High School,28,Male,Mumbai,31893
211,Employee_211,Marketing,8,PhD,43,Male,Delhi,141381
212,Employee_212,IT,4,Master,49,Female,Hyderabad,104909
213,Employee_213,Operations,2,Master,23,Female,Hyderabad,72333
214,Employee_214,Finance,6,Bachelor,27,Male,Delhi,28436
215,Employee_215,Marketing,10,PhD,49,Female,Mumbai,99290
216,Employee_216,Finance,4,High School,49,Female,Delhi,101213
217,Employee_217,Marketing,18,Master,41,Female,Hyderabad,30895
218,Employee_218,Operations,12,PhD,51,Female,Chennai,44738
219,Employee_219,HR,2,PhD,32,Male,Chennai,55746
220,Employee_220,Marketing,10,Bachelor,49,Male,Bangalore,74377
221,Employee_221,Finance,4,Master,46,Female,Delhi,73404
222,Employee_222,Operations,14,Master,54,Female,Delhi,79045
223,Employee_223,Marketing,16,High School,22,Male,Bangalore,122888
224,Employee_224,HR,15,Master,48,Male,Bangalore,64790
225,Employee_225,HR,8,High School,34,Female,Bangalore,132455
226,Employee_226,IT,14,Master,24,Male,Hyderabad,30600
227,Employee_227,IT,8,Bachelor,27,Female,Delhi,119660
228,Employee_228,Finance,16,Master,29,Female,Hyderabad,118179
229,Employee_229,Marketing,13,High School,48,Male,Bangalore,65764
230,Employee_230,Marketing,18,High School,30,Male,Delhi,99543
231,Employee_231,IT,15,Bachelor,54,Female,Hyderabad,70714
232,Employee_232,Marketing,13,Master,45,Female,Hyderabad,81835
233,Employee_233,Marketing,9,Master,36,Male,Bangalore,127946
234,Employee_234,HR,15,Bachelor,53,Female,Delhi,134616
235,Employee_235,IT,13,Master,53,Male,Bangalore,130983
236,Employee_236,Operations,1,Master,45,Female,Delhi,98744
237,Employee_237,IT,7,High School,33,Male,Chennai,81491
238,Employee_238,Operations,9,Master,23,Male,Mumbai,149123
239,Employee_239,HR,1,Master,24,Male,Mumbai,43589
240,Employee_240,Finance,12,Bachelor,38,Female,Mumbai,68484
241,Employee_241,Marketing,8,Bachelor,23,Female,Bangalore,107989
242,Employee_242,HR,11,PhD,23,Male,Chennai,61212
243,Employee_243,Marketing,19,High School,49,Female,Delhi,68525
244,Employee_244,Finance,17,Master,44,Male,Hyderabad,72202
245,Employee_245,Finance,8,Master,53,Male,Delhi,57635
246,Employee_246,HR,3,PhD,54,Female,Hyderabad,88208
247,Employee_247,Finance,3,Master,22,Female,Delhi,58828
248,Employee_248,Operations,1,High School,40,Male,Chennai,43711
249,Employee_249,Finance,5,PhD,23,Female,Hyderabad,28420
250,Employee_250,Marketing,10,High School,47,Female,Bangalore,121752
251,Employee_251,Marketing,15,Master,53,Female,Delhi,111416
252,Employee_252,Operations,7,Bachelor,25,Female,Bangalore,95271
253,Employee_253,IT,12,High School,51,Female,Hyderabad,69064
254,Employee_254,Operations,8,PhD,44,Male,Delhi,95091
255,Employee_255,Operations,15,Master,36,Female,Delhi,132450
256,Employee_256,Finance,3,High School,50,Male,Mumbai,65818
257,Employee_257,IT,14,PhD,57,Male,Mumbai,70525
258,Employee_258,IT,17,PhD,34,Female,Bangalore,44830
259,Employee_259,IT,4,Bachelor,53,Male,Hyderabad,42429
260,Employee_260,Operations,18,High School,28,Male,Mumbai,31893
261,Employee_261,Marketing,8,PhD,43,Male,Delhi,141381
262,Employee_262,IT,4,Master,49,Female,Hyderabad,104909
263,Employee_263,Operations,2,Master,23,Female,Hyderabad,72333
264,Employee_264,Finance,6,Bachelor,27,Male,Delhi,28436
265,Employee_265,Marketing,10,PhD,49,Female,Mumbai,99290
266,Employee_266,Finance,4,High School,49,Female,Delhi,101213
267,Employee_267,Marketing,18,Master,41,Female,Hyderabad,30895
268,Employee_268,Operations,12,PhD,51,Female,Chennai,44738
269,Employee_269,HR,2,PhD,32,Male,Chennai,55746
270,Employee_270,Marketing,10,Bachelor,49,Male,Bangalore,74377
271,Employee_271,Finance,4,Master,46,Female,Delhi,73404
272,Employee_272,Operations,14,Master,54,Female,Delhi,79045
273,Employee_273,Marketing,16,High School,22,Male,Bangalore,122888
274,Employee_274,HR,15,Master,48,Male,Bangalore,64790
275,Employee_275,HR,8,High School,34,Female,Bangalore,132455
276,Employee_276,IT,14,Master,24,Male,Hyderabad,30600
277,Employee_277,IT,8,Bachelor,27,Female,Delhi,119660
278,Employee_278,Finance,16,Master,29,Female,Hyderabad,118179
279,Employee_279,Marketing,13,High School,48,Male,Bangalore,65764
280,Employee_280,Marketing,18,High School,30,Male,Delhi,99543
281,Employee_281,IT,15,Bachelor,54,Female,Hyderabad,70714
282,Employee_282,Marketing,13,Master,45,Female,Hyderabad,81835
283,Employee_283,Marketing,9,Master,36,Male,Bangalore,127946
284,Employee_284,HR,15,Bachelor,53,Female,Delhi,134616
285,Employee_285,IT,13,Master,53,Male,Bangalore,130983
286,Employee_286,Operations,1,Master,45,Female,Delhi,98744
287,Employee_287,IT,7,High School,33,Male,Chennai,81491
288,Employee_288,Operations,9,Master,23,Male,Mumbai,149123
289,Employee_289,HR,1,Master,24,Male,Mumbai,43589
290,Employee_290,Finance,12,Bachelor,38,Female,Mumbai,68484
291,Employee_291,Marketing,8,Bachelor,23,Female,Bangalore,107989
292,Employee_292,HR,11,PhD,23,Male,Chennai,61212
293,Employee_293,Marketing,19,High School,49,Female,Delhi,68525
294,Employee_294,Finance,17,Master,44,Male,Hyderabad,72202
295,Employee_295,Finance,8,Master,53,Male,Delhi,57635
296,Employee_296,HR,3,PhD,54,Female,Hyderabad,88208
297,Employee_297,Finance,3,Master,22,Female,Delhi,58828
298,Employee_298,Operations,1,High School,40,Male,Chennai,43711
299,Employee_299,Finance,5,PhD,23,Female,Hyderabad,28420
300,Employee_300,Marketing,10,High School,47,Female,Bangalore,121752
301,Employee_301,Marketing,15,Master,53,Female,Delhi,111416
302,Employee_302,Operations,7,Bachelor,25,Female,Bangalore,95271
303,Employee_303,IT,12,High School,51,Female,Hyderabad,69064
304,Employee_304,Operations,8,PhD,44,Male,Delhi,95091
305,Employee_305,Operations,15,Master,36,Female,Delhi,132450
306,Employee_306,Finance,3,High School,50,Male,Mumbai,65818
307,Employee_307,IT,14,PhD,57,Male,Mumbai,70525
308,Employee_308,IT,17,PhD,34,Female,Bangalore,44830
309,Employee_309,IT,4,Bachelor,53,Male,Hyderabad,42429
310,Employee_310,Operations,18,High School,28,Male,Mumbai,31893
311,Employee_311,Marketing,8,PhD,43,Male,Delhi,141381
312,Employee_312,IT,4,Master,49,Female,Hyderabad,104909
313,Employee_313,Operations,2,Master,23,Female,Hyderabad,72333
314,Employee_314,Finance,6,Bachelor,27,Male,Delhi,28436
315,Employee_315,Marketing,10,PhD,49,Female,Mumbai,99290
316,Employee_316,Finance,4,High School,49,Female,Delhi,101213
317,Employee_317,Marketing,18,Master,41,Female,Hyderabad,30895
318,Employee_318,Operations,12,PhD,51,Female,Chennai,44738
319,Employee_319,HR,2,PhD,32,Male,Chennai,55746
320,Employee_320,Marketing,10,Bachelor,49,Male,Bangalore,74377
321,Employee_321,Finance,4,Master,46,Female,Delhi,73404
322,Employee_322,Operations,14,Master,54,Female,Delhi,79045
323,Employee_323,Marketing,16,High School,22,Male,Bangalore,122888
324,Employee_324,HR,15,Master,48,Male,Bangalore,64790
325,Employee_325,HR,8,High School,34,Female,Bangalore,132455
326,Employee_326,IT,14,Master,24,Male,Hyderabad,30600
327,Employee_327,IT,8,Bachelor,27,Female,Delhi,119660
328,Employee_328,Finance,16,Master,29,Female,Hyderabad,118179
329,Employee_329,Marketing,13,High School,48,Male,Bangalore,65764
330,Employee_330,Marketing,18,High School,30,Male,Delhi,99543
331,Employee_331,IT,15,Bachelor,54,Female,Hyderabad,70714
332,Employee_332,Marketing,13,Master,45,Female,Hyderabad,81835
333,Employee_333,Marketing,9,Master,36,Male,Bangalore,127946
334,Employee_334,HR,15,Bachelor,53,Female,Delhi,134616
335,Employee_335,IT,13,Master,53,Male,Bangalore,130983
336,Employee_336,Operations,1,Master,45,Female,Delhi,98744
337,Employee_337,IT,7,High School,33,Male,Chennai,81491
338,Employee_338,Operations,9,Master,23,Male,Mumbai,149123
339,Employee_339,HR,1,Master,24,Male,Mumbai,43589
340,Employee_340,Finance,12,Bachelor,38,Female,Mumbai,68484
341,Employee_341,Marketing,8,Bachelor,23,Female,Bangalore,107989
342,Employee_342,HR,11,PhD,23,Male,Chennai,61212
343,Employee_343,Marketing,19,High School,49,Female,Delhi,68525
344,Employee_344,Finance,17,Master,44,Male,Hyderabad,72202
345,Employee_345,Finance,8,Master,53,Male,Delhi,57635
346,Employee_346,HR,3,PhD,54,Female,Hyderabad,88208
347,Employee_347,Finance,3,Master,22,Female,Delhi,58828
348,Employee_348,Operations,1,High School,40,Male,Chennai,43711
349,Employee_349,Finance,5,PhD,23,Female,Hyderabad,28420
350,Employee_350,Marketing,10,High School,47,Female,Bangalore,121752
351,Employee_351,Marketing,15,Master,53,Female,Delhi,111416
352,Employee_352,Operations,7,Bachelor,25,Female,Bangalore,95271
353,Employee_353,IT,12,High School,51,Female,Hyderabad,69064
354,Employee_354,Operations,8,PhD,44,Male,Delhi,95091
355,Employee_355,Operations,15,Master,36,Female,Delhi,132450
356,Employee_356,Finance,3,High School,50,Male,Mumbai,65818
357,Employee_357,IT,14,PhD,57,Male,Mumbai,70525
358,Employee_358,IT,17,PhD,34,Female,Bangalore,44830
359,Employee_359,IT,4,Bachelor,53,Male,Hyderabad,42429
360,Employee_360,Operations,18,High School,28,Male,Mumbai,31893
361,Employee_361,Marketing,8,PhD,43,Male,Delhi,141381
362,Employee_362,IT,4,Master,49,Female,Hyderabad,104909
363,Employee_363,Operations,2,Master,23,Female,Hyderabad,72333
364,Employee_364,Finance,6,Bachelor,27,Male,Delhi,28436
365,Employee_365,Marketing,10,PhD,49,Female,Mumbai,99290
366,Employee_366,Finance,4,High School,49,Female,Delhi,101213
367,Employee_367,Marketing,18,Master,41,Female,Hyderabad,30895
368,Employee_368,Operations,12,PhD,51,Female,Chennai,44738
369,Employee_369,HR,2,PhD,32,Male,Chennai,55746
370,Employee_370,Marketing,10,Bachelor,49,Male,Bangalore,74377
371,Employee_371,Finance,4,Master,46,Female,Delhi,73404
372,Employee_372,Operations,14,Master,54,Female,Delhi,79045
373,Employee_373,Marketing,16,High School,22,Male,Bangalore,122888
374,Employee_374,HR,15,Master,48,Male,Bangalore,64790
375,Employee_375,HR,8,High School,34,Female,Bangalore,132455
376,Employee_376,IT,14,Master,24,Male,Hyderabad,30600
377,Employee_377,IT,8,Bachelor,27,Female,Delhi,119660
378,Employee_378,Finance,16,Master,29,Female,Hyderabad,118179
379,Employee_379,Marketing,13,High School,48,Male,Bangalore,65764
380,Employee_380,Marketing,18,High School,30,Male,Delhi,99543
381,Employee_381,IT,15,Bachelor,54,Female,Hyderabad,70714
382,Employee_382,Marketing,13,Master,45,Female,Hyderabad,81835
383,Employee_383,Marketing,9,Master,36,Male,Bangalore,127946
384,Employee_384,HR,15,Bachelor,53,Female,Delhi,134616
385,Employee_385,IT,13,Master,53,Male,Bangalore,130983
386,Employee_386,Operations,1,Master,45,Female,Delhi,98744
387,Employee_387,IT,7,High School,33,Male,Chennai,81491
388,Employee_388,Operations,9,Master,23,Male,Mumbai,149123
389,Employee_389,HR,1,Master,24,Male,Mumbai,43589
390,Employee_390,Finance,12,Bachelor,38,Female,Mumbai,68484
391,Employee_391,Marketing,8,Bachelor,23,Female,Bangalore,107989
392,Employee_392,HR,11,PhD,23,Male,Chennai,61212
393,Employee_393,Marketing,19,High School,49,Female,Delhi,68525
394,Employee_394,Finance,17,Master,44,Male,Hyderabad,72202
395,Employee_395,Finance,8,Master,53,Male,Delhi,57635
396,Employee_396,HR,3,PhD,54,Female,Hyderabad,88208
397,Employee_397,Finance,3,Master,22,Female,Delhi,58828
398,Employee_398,Operations,1,High School,40,Male,Chennai,43711
399,Employee_399,Finance,5,PhD,23,Female,Hyderabad,28420
400,Employee_400,Marketing,10,High School,47,Female,Bangalore,121752
401,Employee_401,Marketing,15,Master,53,Female,Delhi,111416
402,Employee_402,Operations,7,Bachelor,25,Female,Bangalore,95271
403,Employee_403,IT,12,High School,51,Female,Hyderabad,69064
404,Employee_404,Operations,8,PhD,44,Male,Delhi,95091
405,Employee_405,Operations,15,Master,36,Female,Delhi,132450
406,Employee_406,Finance,3,High School,50,Male,Mumbai,65818
407,Employee_407,IT,14,PhD,57,Male,Mumbai,70525
408,Employee_408,IT,17,PhD,34,Female,Bangalore,44830
409,Employee_409,IT,4,Bachelor,53,Male,Hyderabad,42429
410,Employee_410,Operations,18,High School,28,Male,Mumbai,31893
411,Employee_411,Marketing,8,PhD,43,Male,Delhi,141381
412,Employee_412,IT,4,Master,49,Female,Hyderabad,104909
413,Employee_413,Operations,2,Master,23,Female,Hyderabad,72333
414,Employee_414,Finance,6,Bachelor,27,Male,Delhi,28436
415,Employee_415,Marketing,10,PhD,49,Female,Mumbai,99290
416,Employee_416,Finance,4,High School,49,Female,Delhi,101213
417,Employee_417,Marketing,18,Master,41,Female,Hyderabad,30895
418,Employee_418,Operations,12,PhD,51,Female,Chennai,44738
419,Employee_419,HR,2,PhD,32,Male,Chennai,55746
420,Employee_420,Marketing,10,Bachelor,49,Male,Bangalore,74377
421,Employee_421,Finance,4,Master,46,Female,Delhi,73404
422,Employee_422,Operations,14,Master,54,Female,Delhi,79045
423,Employee_423,Marketing,16,High School,22,Male,Bangalore,122888
424,Employee_424,HR,15,Master,48,Male,Bangalore,64790
425,Employee_425,HR,8,High School,34,Female,Bangalore,132455
426,Employee_426,IT,14,Master,24,Male,Hyderabad,30600
427,Employee_427,IT,8,Bachelor,27,Female,Delhi,119660
428,Employee_428,Finance,16,Master,29,Female,Hyderabad,118179
429,Employee_429,Marketing,13,High School,48,Male,Bangalore,65764
430,Employee_430,Marketing,18,High School,30,Male,Delhi,99543
431,Employee_431,IT,15,Bachelor,54,Female,Hyderabad,70714
432,Employee_432,Marketing,13,Master,45,Female,Hyderabad,81835
433,Employee_433,Marketing,9,Master,36,Male,Bangalore,127946
434,Employee_434,HR,15,Bachelor,53,Female,Delhi,134616
435,Employee_435,IT,13,Master,53,Male,Bangalore,130983
436,Employee_436,Operations,1,Master,45,Female,Delhi,98744
437,Employee_437,IT,7,High School,33,Male,Chennai,81491
438,Employee_438,Operations,9,Master,23,Male,Mumbai,149123
439,Employee_439,HR,1,Master,24,Male,Mumbai,43589
440,Employee_440,Finance,12,Bachelor,38,Female,Mumbai,68484
441,Employee_441,Marketing,8,Bachelor,23,Female,Bangalore,107989
